date,campaign_id,impressions,clicks,spend,conversions,revenue
2026-03-28,2,5823,89,65.93,1,60.85
2026-03-29,2,4462,69,60.58,0,0.0
2026-03-30,2,5160,73,66.99,1,51.28
2026-03-31,2,5133,75,66.06,1,50.03
2026-04-01,2,5708,89,68.59,1,46.24
2026-04-02,2,3951,58,58.06,1,61.56
2026-04-03,2,5287,73,68.86,1,51.09
2026-04-04,2,5132,80,60.41,1,66.48
2026-04-05,2,4432,69,62.42,1,59.43
2026-04-06,2,4366,66,57.74,1,51.5
2026-04-07,2,5387,78,67.77,1,51.1
2026-04-08,2,4850,75,66.26,1,51.15
2026-04-09,2,5077,71,59.18,0,0.0
2026-04-10,2,3555,56,50.79,0,0.0
2026-04-11,2,3112,51,48.05,0,0.0
2026-04-12,2,5155,84,71.06,1,58.23
2026-04-13,2,3737,57,54.94,0,0.0
2026-04-14,2,4614,68,67.06,1,45.02
2026-04-15,2,5127,85,71.28,1,66.61
2026-04-16,2,5204,79,61.36,1,45.36
2026-04-17,2,5286,85,63.35,1,53.72
2026-04-18,2,5204,79,61.78,1,49.15
2026-04-19,2,5587,85,66.74,1,55.66
2026-04-20,2,3999,57,51.62,1,44.08
2026-04-21,2,3912,60,59.19,0,0.0
2026-04-22,2,4404,70,64.08,1,56.07
2026-04-23,2,4151,60,50.67,1,62.81
2026-04-24,2,3637,54,51.3,1,57.42
2026-04-25,2,4418,63,59.3,1,66.26
2026-04-26,2,4786,75,62.29,1,68.45
2026-02-08,3,2837,87,112.57,6,398.83
2026-02-09,3,2357,70,103.29,6,281.79
2026-02-10,3,2661,80,101.93,4,197.85
2026-02-11,3,3466,104,142.63,9,478.92
2026-02-12,3,3364,99,138.05,4,187.23
2026-02-13,3,2435,82,126.05,7,420.23
2026-02-14,3,2470,87,121.95,7,383.52
2026-02-15,3,2651,93,128.89,7,327.61
2026-02-16,3,3077,98,141.01,8,497.89
2026-02-17,3,3205,97,126.55,6,256.13
2026-02-18,3,2851,85,124.72,6,398.54
2026-02-19,3,3186,107,137.38,7,328.71
2026-02-20,3,3143,97,143.34,5,278.78
2026-02-21,3,2485,75,112.85,5,302.66
2026-02-22,3,2188,71,110.47,5,265.72
2026-02-23,3,2008,66,100.29,4,230.65
2026-02-24,3,3095,104,132.85,6,368.2
2026-02-25,3,3079,102,134.75,6,291.72
2026-02-26,3,2023,62,99.8,4,209.69
2026-02-27,3,2416,81,136.4,7,344.61
2026-02-28,3,1966,59,100.41,5,317.55
2026-03-01,3,3194,102,132.52,8,356.33
2026-03-02,3,2220,78,128.92,7,351.44
2026-03-03,3,2362,80,123.7,6,359.62
2026-03-04,3,2923,98,139.7,7,388.42
2026-03-05,3,3160,96,130.46,5,260.93
2026-03-06,3,2623,82,104.61,5,207.3
2026-03-07,3,2456,73,122.84,7,349.1
2026-03-08,3,1706,60,102.29,3,160.35
2026-03-09,3,2324,73,98.44,5,211.58
2026-03-10,3,2195,73,117.74,7,422.32
2026-03-11,3,2398,78,129.33,6,395.69
2026-03-12,3,2005,70,110.67,4,221.29
2026-03-13,3,2522,84,141.48,7,290.09
2026-03-14,3,2008,65,104.0,3,131.88
2026-03-15,3,2736,86,139.6,8,549.62
2026-03-16,3,2244,69,116.1,5,324.81
2026-03-17,3,2086,69,117.56,5,286.63
2026-03-18,3,2607,78,125.71,4,185.93
2026-03-19,3,3088,90,119.58,7,369.5
2026-03-20,3,2520,87,113.65,6,346.34
2026-03-21,3,3729,110,139.92,8,404.98
2026-03-22,3,2363,83,108.47,5,318.42
2026-03-23,3,2279,69,100.63,4,254.49
2026-03-24,3,2429,77,123.93,4,215.07
2026-03-25,3,3367,104,143.27,6,381.87
2026-03-26,3,2919,88,131.97,7,293.53
2026-03-27,3,3083,90,127.64,4,243.65
2026-03-28,3,2181,75,102.44,4,179.96
2026-03-29,3,2017,65,103.83,6,360.15
2026-03-30,3,2584,91,124.51,4,178.21
2026-03-31,3,3190,101,143.32,5,222.82
2026-04-01,3,2388,83,139.68,5,253.4
2026-04-02,3,2492,74,104.55,5,342.01
2026-04-03,3,3049,92,118.59,8,337.23
2026-04-04,3,2443,73,120.55,5,219.15
2026-04-05,3,2251,79,121.37,4,188.46
2026-04-06,3,2698,85,115.42,6,290.42
2026-04-07,3,2019,66,102.07,4,172.23
2026-04-08,3,2915,101,137.71,8,341.62
2026-04-09,3,2492,80,105.3,4,261.35
2026-04-10,3,2687,93,118.78,7,332.34
2026-04-11,3,2268,75,126.23,5,282.72
2026-04-12,3,2636,80,115.51,5,259.45
2026-04-13,3,2580,76,98.01,4,182.21
2026-04-14,3,2099,69,113.02,6,335.24
2026-04-15,3,2427,73,102.59,6,295.17
2026-04-16,3,2722,94,123.24,5,307.64
2026-04-17,3,2053,62,99.16,5,224.23
2026-04-18,3,2157,65,104.4,4,206.53
2026-04-19,3,3041,92,119.47,6,295.2
2026-04-20,3,1810,62,96.57,5,250.94
2026-04-21,3,2693,82,128.61,5,215.94
2026-04-22,3,3103,92,129.85,7,337.86
2026-04-23,3,2383,84,126.37,7,378.65
2026-04-24,3,2187,67,106.75,5,245.39
2026-04-25,3,2509,89,114.92,6,291.22
2026-04-26,3,2048,66,106.56,5,229.17
2026-04-27,3,2391,83,122.1,6,313.71
2026-04-28,3,2294,72,108.22,6,287.77
2026-04-29,3,2141,68,104.57,5,319.88
2026-04-30,3,2336,83,114.67,5,335.96
2026-05-01,3,2250,75,112.99,4,184.24
2026-05-02,3,3106,98,127.75,6,343.32
2026-05-03,3,2600,82,121.57,4,243.98
2026-05-04,3,2064,73,119.89,5,274.97
2026-05-05,3,2464,75,128.12,7,291.15
2026-05-06,3,2980,93,119.68,7,316.62
2026-05-07,3,2343,80,125.65,6,363.32
2026-05-08,3,2925,98,131.25,6,324.56
2026-05-09,3,2585,78,117.07,5,234.81
2026-05-10,3,2438,79,116.73,6,262.63
2026-05-11,3,2980,89,113.87,7,373.85
2026-05-12,3,3211,105,133.92,6,275.92
2026-05-13,3,2437,86,121.53,5,223.75
2026-05-14,3,2396,78,116.74,5,229.13
2026-05-15,3,2490,85,136.09,7,397.59
2026-05-16,3,2740,90,131.68,4,178.97
2026-05-17,3,2731,94,131.96,5,229.78
2026-05-18,3,2344,74,114.49,5,302.15
2026-05-19,3,2126,69,106.42,5,329.21
2026-05-20,3,2109,63,108.42,3,202.18
2026-05-21,3,2195,65,109.78,4,234.73
2026-05-22,3,2742,81,109.65,4,243.35
2026-05-23,3,2710,86,111.53,8,506.51
2026-05-24,3,2279,74,99.07,4,225.96
2026-05-25,3,3257,104,135.99,9,576.38
2026-05-26,3,3167,103,133.36,10,429.62
2026-05-27,3,3232,97,123.63,7,469.47
2026-05-28,3,1898,66,110.81,4,246.66
2026-05-29,3,2230,77,107.87,4,203.62
2026-05-30,3,3044,91,123.43,6,403.83
2026-05-31,3,2971,95,136.41,8,392.36
2026-06-01,3,2259,79,124.98,5,292.35
2026-06-02,3,2216,70,106.34,5,342.99
2026-06-03,3,2552,75,116.04,4,194.21
2026-06-04,3,2414,76,130.5,7,429.79
2026-06-05,3,2366,78,113.73,5,225.19
2026-06-06,3,2321,77,111.74,7,389.0
2026-06-07,3,3095,104,142.82,8,377.62
2026-06-08,3,2424,79,119.75,7,413.6
2026-06-09,3,2541,88,126.97,6,259.79
2026-06-10,3,3287,97,125.38,6,292.68
2026-06-11,3,2522,78,117.65,6,314.19
2026-06-12,3,2554,85,123.22,7,303.2
2026-06-13,3,2330,70,116.69,5,212.56
2026-06-14,3,3016,94,139.78,7,476.44
2026-06-15,3,2476,74,105.04,5,261.68
2026-06-16,3,2974,91,132.47,8,426.42
2026-06-17,3,2355,69,101.42,4,197.57
2026-06-18,3,2192,64,104.19,6,385.36
2026-06-19,3,2536,74,122.3,7,319.0
2026-06-20,3,2664,81,113.63,7,300.99
2026-06-21,3,2559,82,119.34,5,338.53
2026-06-22,3,2578,81,133.12,5,253.69
2026-06-23,3,2255,80,119.53,5,246.33
2026-06-24,3,3070,94,121.4,7,424.44
2026-06-25,3,2450,86,129.61,6,303.42
2026-06-26,3,2261,76,99.34,5,215.53
2026-06-27,3,2749,81,117.73,6,382.93
2026-06-28,3,1748,61,102.67,4,171.01
2026-06-29,3,2548,90,132.81,6,328.62
2026-06-30,3,2872,95,120.32,6,261.92
2026-01-27,4,2412,79,101.33,5,290.3
2026-01-28,4,3049,104,131.5,4,260.94
2026-01-29,4,2776,81,109.47,3,133.6
2026-01-30,4,2246,70,111.57,3,163.4
2026-01-31,4,2943,98,134.47,3,139.87
2026-02-01,4,2168,66,106.75,2,134.29
2026-02-02,4,3335,107,139.05,4,214.24
2026-02-03,4,2313,82,108.09,4,250.72
2026-02-04,4,2254,75,109.38,4,256.3
2026-02-05,4,3141,107,141.91,5,276.63
2026-02-06,4,2933,102,132.64,4,201.73
2026-02-07,4,3075,91,118.78,3,201.51
2026-02-08,4,2285,71,114.35,3,180.93
2026-02-09,4,2507,77,103.18,4,262.84
2026-02-10,4,2379,72,99.75,4,264.53
2026-02-11,4,3119,99,125.96,4,232.34
2026-02-12,4,1915,67,98.85,4,224.3
2026-02-13,4,2762,87,133.2,4,175.27
2026-02-14,4,2645,93,135.27,5,268.55
2026-02-15,4,2449,73,110.98,4,184.64
2026-02-16,4,2479,79,104.14,4,267.89
2026-02-17,4,2088,69,104.16,4,229.72
2026-02-18,4,2187,66,104.22,2,101.23
2026-02-19,4,2786,99,134.89,4,178.99
2026-02-20,4,2632,89,134.88,4,191.22
2026-02-21,4,2223,74,108.65,3,198.1
2026-02-22,4,2810,86,111.34,3,184.45
2026-02-23,4,3301,97,137.01,5,310.53
2026-02-24,4,2245,70,105.3,4,166.22
2026-02-25,4,2378,71,107.82,4,219.35
2026-02-26,4,2584,79,132.57,3,177.02
2026-02-27,4,2516,78,106.45,4,191.23
2026-02-28,4,3289,101,134.72,5,301.28
2026-03-01,4,2671,86,117.8,3,127.71
2026-03-02,4,2173,70,114.44,3,146.66
2026-03-03,4,1979,67,103.63,3,145.76
2026-03-04,4,2109,65,101.73,3,146.48
2026-03-05,4,2691,79,128.63,3,197.57
2026-03-06,4,2554,82,115.01,3,178.28
2026-03-07,4,2966,105,134.66,5,218.33
2026-03-08,4,3275,104,140.89,5,236.4
2026-03-09,4,2066,73,103.57,4,231.31
2026-03-10,4,1937,64,106.74,2,103.88
2026-03-11,4,2421,72,101.72,4,194.5
2026-03-12,4,2474,79,117.55,4,238.23
2026-03-13,4,2941,95,140.33,5,331.12
2026-03-14,4,2587,86,138.34,4,242.32
2026-03-15,4,2082,66,98.08,4,246.99
2026-03-16,4,2122,71,109.34,3,175.96
2026-03-17,4,2858,87,118.01,4,240.44
2026-03-18,4,2706,82,105.08,4,267.14
2026-03-19,4,2330,70,101.79,3,138.92
2026-03-20,4,2066,64,98.51,4,177.32
2026-03-21,4,2066,64,106.41,3,182.12
2026-03-22,4,2581,80,109.79,5,217.82
2026-03-23,4,2395,79,107.08,4,269.39
2026-03-24,4,2724,85,128.89,4,200.81
2026-03-25,4,2487,86,117.11,4,268.96
2026-03-26,4,2162,74,102.7,3,173.0
2026-03-27,4,2186,71,106.0,4,172.98
2026-03-28,4,2697,82,114.13,3,170.58
2026-03-29,4,2060,69,100.77,4,230.68
2026-03-30,4,3262,105,134.89,5,270.62
2026-03-31,4,2781,96,125.32,4,166.15
2026-04-01,4,2145,65,108.18,2,133.76
2026-04-02,4,2126,73,97.45,4,268.65
2026-04-03,4,2931,92,142.55,5,325.3
2026-04-04,4,2606,86,110.27,3,163.19
2026-04-05,4,3015,98,141.03,4,230.38
2026-04-06,4,2105,67,98.23,3,191.56
2026-04-07,4,2527,89,130.78,5,285.31
2026-04-08,4,2785,91,129.27,6,311.76
2026-04-09,4,2105,73,104.66,3,161.04
2026-04-10,4,3058,102,138.73,5,322.21
2026-04-11,4,2983,90,122.25,5,250.58
2026-04-12,4,2421,80,102.38,3,142.89
2026-04-13,4,2728,86,111.71,4,186.6
2026-04-14,4,1977,64,105.97,4,224.89
2026-04-15,4,2839,93,124.78,6,364.09
2026-04-16,4,2435,72,116.9,3,143.21
2026-04-17,4,2146,69,111.61,3,126.47
2026-04-18,4,2395,75,98.11,4,245.38
2026-04-19,4,2794,93,140.24,4,168.98
2026-04-20,4,1931,68,99.54,4,232.29
2026-04-21,4,2376,78,130.75,3,195.93
2026-04-22,4,2160,73,119.97,4,256.84
2026-04-23,4,2669,83,121.61,5,243.02
2026-04-24,4,2956,87,137.1,3,169.4
2026-04-25,4,2686,80,108.61,3,194.31
2026-04-26,4,1718,59,97.53,2,120.73
2026-04-27,4,2236,77,114.41,3,151.41
2026-04-28,4,2692,91,123.1,4,273.32
2026-04-29,4,2312,70,97.02,2,107.03
2026-04-30,4,2370,77,99.07,4,174.83
2026-05-01,4,2570,89,127.94,4,237.47
2026-05-02,4,2500,85,136.78,5,294.75
2026-05-03,4,2668,83,120.32,4,251.99
2026-05-04,4,2698,85,135.62,4,271.19
2026-05-05,4,2139,67,104.14,4,274.02
2026-05-06,4,2877,87,138.07,4,216.92
2026-05-07,4,2461,78,100.98,4,251.56
2026-05-08,4,2858,87,117.62,4,178.38
2026-05-09,4,2669,91,125.35,5,225.96
2026-05-10,4,2404,73,101.67,4,218.5
2026-05-11,4,2173,73,102.72,3,157.53
2026-05-12,4,2679,80,104.8,2,119.8
2026-05-13,4,3504,104,141.9,6,294.32
2026-05-14,4,2597,80,112.72,4,201.34
2026-05-15,4,2178,73,98.58,2,123.61
2026-05-16,4,2911,97,124.4,5,334.81
2026-05-17,4,2042,71,99.08,3,191.44
2026-05-18,4,2516,76,118.98,4,260.45
2026-05-19,4,3019,101,136.72,6,333.92
2026-05-20,4,2600,86,112.52,5,220.54
2026-05-21,4,2379,82,124.09,3,156.73
2026-05-22,4,1880,64,109.15,2,98.22
2026-05-23,4,2269,73,113.46,3,142.81
2026-05-24,4,2201,68,111.82,4,274.43
2026-05-25,4,2200,73,96.94,3,124.73
2026-05-26,4,2604,76,129.11,2,109.84
2026-05-27,4,2961,105,137.51,4,178.62
2026-05-28,4,2355,72,118.48,4,196.18
2026-05-29,4,2497,82,137.92,4,174.69
2026-05-30,4,2221,65,105.06,2,91.03
2026-05-31,4,2212,69,108.85,2,100.65
2026-06-01,4,1891,62,105.91,2,94.26
2026-06-02,4,3265,96,135.82,4,241.58
2026-06-03,4,2618,84,115.99,4,215.51
2026-06-04,4,2372,70,109.18,3,191.24
2026-06-05,4,2899,87,142.49,5,256.49
2026-06-06,4,2577,91,128.75,5,334.46
2026-06-07,4,2064,70,109.9,2,107.1
2026-06-08,4,2379,77,112.48,5,315.83
2026-06-09,4,2151,73,113.28,2,97.45
2026-06-10,4,2285,78,129.64,3,162.59
2026-06-11,4,2085,62,100.81,3,151.81
2026-06-12,4,3137,98,137.27,3,194.82
2026-06-13,4,2218,72,109.79,3,202.53
2026-06-14,4,2868,88,112.17,3,154.57
2026-06-15,4,2958,90,116.56,4,202.31
2026-06-16,4,2082,69,112.2,2,94.75
2026-06-17,4,2743,85,127.19,4,222.05
2026-06-18,4,2114,68,110.94,3,168.65
2026-06-19,4,2577,89,137.93,4,204.92
2026-02-01,5,16784,191,81.68,1,65.18
2026-02-02,5,16019,204,81.48,1,60.48
2026-02-03,5,17600,223,95.36,1,54.61
2026-02-04,5,22329,287,115.93,1,48.62
2026-02-05,5,16581,213,101.16,1,59.8
2026-02-06,5,17263,191,85.48,1,55.36
2026-02-07,5,20436,262,104.7,1,47.15
2026-02-08,5,14883,173,82.1,0,0.0
2026-02-09,5,15275,189,85.55,1,52.56
2026-02-10,5,14129,178,86.45,1,64.1
2026-02-11,5,19126,215,88.74,1,57.23
2026-02-12,5,21346,246,106.98,1,62.47
2026-02-13,5,18278,242,96.77,1,57.5
2026-02-14,5,20179,254,114.26,1,61.44
2026-02-15,5,18235,206,95.53,1,61.17
2026-02-16,5,24087,277,116.66,1,66.28
2026-02-17,5,17699,224,110.64,1,48.07
2026-02-18,5,19684,241,111.89,1,56.21
2026-02-19,5,13622,177,81.94,0,0.0
2026-02-20,5,15975,196,92.44,1,55.21
2026-02-21,5,19566,216,109.18,1,54.4
2026-02-22,5,16321,217,111.05,1,48.71
2026-02-23,5,15622,178,81.09,0,0.0
2026-02-24,5,16449,183,81.14,1,49.77
2026-02-25,5,17742,222,92.99,1,51.88
2026-02-26,5,22540,247,99.43,1,63.7
2026-02-27,5,17075,204,100.38,1,60.27
2026-02-28,5,17491,222,107.68,1,49.49
2026-03-01,5,15631,204,105.14,1,51.41
2026-03-02,5,15828,204,90.95,1,42.33
2026-03-03,5,18172,214,96.83,0,0.0
2026-03-04,5,17090,206,84.32,1,58.86
2026-03-05,5,22261,267,114.45,2,126.78
2026-03-06,5,19383,223,98.97,1,68.14
2026-03-07,5,23746,261,105.58,1,61.62
2026-03-08,5,12829,155,81.06,1,57.75
2026-03-09,5,15147,201,103.43,1,57.78
2026-03-10,5,17726,220,102.18,1,60.35
2026-03-11,5,13782,176,83.29,1,45.14
2026-03-12,5,17845,212,100.89,1,66.12
2026-03-13,5,16733,196,90.81,1,61.01
2026-03-14,5,20976,231,117.53,0,0.0
2026-03-15,5,21769,279,109.69,1,51.26
2026-03-16,5,21858,247,119.37,1,57.53
2026-03-17,5,17980,216,88.5,1,48.56
2026-03-18,5,14056,161,84.55,1,43.53
2026-03-19,5,15234,171,85.85,1,45.94
2026-03-20,5,22922,274,119.42,1,58.84
2026-03-21,5,17520,222,101.22,1,61.15
2026-03-22,5,14445,180,81.48,1,68.09
2026-03-23,5,23963,265,104.46,1,46.05
2026-03-24,5,18870,223,112.53,0,0.0
2026-03-25,5,15464,204,81.59,1,67.63
2026-03-26,5,19259,251,113.56,1,46.7
2026-03-27,5,17590,209,90.69,0,0.0
2026-03-28,5,19912,264,107.03,1,43.06
2026-03-29,5,18707,231,98.05,0,0.0
2026-03-30,5,15526,176,88.38,0,0.0
2026-03-31,5,16380,214,97.03,1,63.75
2026-04-01,5,19865,226,110.16,1,58.04
2026-04-02,5,15954,210,94.99,1,51.89
2026-04-03,5,13184,172,83.73,0,0.0
2026-04-04,5,20767,240,116.64,1,42.06
2026-04-05,5,25977,289,118.4,1,61.36
2026-04-06,5,19257,213,105.82,0,0.0
2026-04-07,5,14399,165,80.13,1,43.85
2026-04-08,5,20428,224,118.56,1,44.25
2026-04-09,5,18158,210,103.43,1,62.8
2026-04-10,5,17813,228,93.66,1,46.93
2026-04-11,5,19779,218,109.55,1,49.51
2026-04-12,5,22494,253,118.6,1,45.1
2026-04-13,5,20046,238,114.57,1,41.75
2026-04-14,5,22107,275,115.09,1,46.49
2026-04-15,5,19848,246,102.9,1,42.48
2026-04-16,5,17082,216,101.83,1,57.27
2026-04-17,5,15024,196,81.09,0,0.0
2026-04-18,5,19751,218,92.41,1,58.86
2026-04-19,5,16385,205,95.53,1,65.73
2026-04-20,5,16197,204,83.61,1,43.42
2026-04-21,5,23134,256,119.65,1,55.05
2026-04-22,5,17223,218,108.24,1,61.9
2026-04-23,5,20175,262,115.67,1,58.87
2026-04-24,5,17412,194,97.22,1,67.73
2026-04-25,5,17296,216,94.08,1,57.77
2026-04-26,5,18341,223,99.39,1,41.54
2026-04-27,5,18538,234,102.04,1,49.32
2026-04-28,5,17405,190,90.15,1,41.48
2026-04-29,5,20670,228,114.82,2,123.49
2026-04-30,5,14569,164,84.31,1,42.84
2026-05-01,5,22525,272,109.66,1,66.29
2026-05-02,5,20567,226,95.36,1,61.12
2026-05-03,5,19170,224,102.29,1,62.69
2026-05-04,5,20414,250,113.66,2,130.85
2026-05-05,5,15718,191,86.36,1,57.14
2026-05-06,5,14541,181,84.95,1,48.89
2026-05-07,5,19212,224,95.74,1,48.91
2026-05-08,5,19949,259,116.58,1,62.92
2026-05-09,5,16699,219,93.96,1,47.63
2026-05-10,5,16247,198,94.99,0,0.0
